NO_DEBLOCK,NO_FAST_PSKIP,NO_MBTREE,NO_MIXED_REFS,NO_WEIGHTB,--rc-lookahead-20,--rc-lookahead-40,--rc-lookahead-60,A,B,C,worker_id,PERF
1,1,1,1,0,0,1,0,0,0,1,88,82.05333333
1,1,1,1,0,1,0,0,0,0,1,88,82.03
1,1,1,1,1,0,0,1,1,0,0,88,42.61
1,1,1,1,1,1,0,0,0,1,0,88,62.6075
1,1,1,1,1,0,1,0,0,1,0,88,62.615
1,1,1,1,1,0,0,1,0,1,0,88,62.596
1,1,1,1,1,1,0,0,0,0,1,88,82
1,1,1,1,1,0,0,1,0,0,1,88,82.025
0,0,0,0,0,1,0,0,1,0,0,91,35.22
0,0,0,0,0,0,1,0,1,0,0,91,34.87
0,0,0,0,0,0,0,1,1,0,0,91,35.4775
0,0,0,0,0,1,0,0,0,1,0,91,61.87
0,0,0,0,0,0,1,0,0,1,0,91,61.64
0,0,0,0,0,0,0,1,0,1,0,91,62.12333333
0,0,0,0,0,1,0,0,0,0,1,91,84.655
0,0,0,0,0,0,1,0,0,0,1,91,85.12
0,0,0,0,0,0,0,1,0,0,1,91,85.10666667
0,0,0,0,1,0,1,0,1,0,0,91,35.0025
0,0,0,0,1,1,0,0,0,1,0,91,61.54
0,0,0,0,1,0,1,0,0,0,1,91,85.13333333
0,0,0,0,1,0,0,1,0,0,1,91,85.41
0,0,0,1,0,0,1,0,1,0,0,91,35.05
0,0,0,1,0,0,0,1,1,0,0,91,35.235
0,0,0,1,0,1,0,0,0,1,0,91,48.125
0,0,0,1,0,0,1,0,0,1,0,91,48.805
0,0,0,1,0,0,0,1,0,1,0,91,48.31
0,0,0,1,0,1,0,0,0,0,1,91,62.89
0,0,0,1,0,0,0,1,0,0,1,91,63.91
0,0,0,1,1,1,0,0,1,0,0,91,34.79
0,0,0,1,1,0,1,0,1,0,0,91,35.01
0,0,0,1,1,0,0,1,1,0,0,91,35.36333333
0,0,0,1,1,1,0,0,0,1,0,91,48.22
0,0,0,1,1,0,0,1,0,1,0,91,48.4675
0,0,0,1,1,0,1,0,0,0,1,91,63.495
0,0,1,0,0,0,0,1,1,0,0,91,43.605
0,0,1,0,0,0,1,0,0,1,0,91,80.97
0,0,1,0,0,0,1,0,0,0,1,91,113.74
0,0,1,0,0,1,0,0,0,0,1,91,114.05
0,0,1,0,0,0,0,1,0,0,1,91,113.6433333
0,0,1,0,1,0,1,0,1,0,0,91,43.58
0,0,1,0,1,1,0,0,0,0,1,91,113.665
0,0,1,0,1,0,1,0,0,0,1,91,113.72
0,0,1,1,0,1,0,0,1,0,0,91,43.7
0,0,1,1,0,0,1,0,0,1,0,91,60.05
0,0,1,1,0,0,0,1,0,0,1,91,79.49
0,0,1,1,0,1,0,0,0,0,1,91,80.965
0,0,1,1,1,1,0,0,1,0,0,91,44.88
0,0,1,1,1,0,0,1,1,0,0,91,43.475
0,0,1,1,1,0,1,0,1,0,0,91,43.67
0,0,1,1,1,0,0,1,0,0,1,91,79.89666667
0,0,1,1,1,1,0,0,0,0,1,91,79.94
0,0,1,1,1,0,1,0,0,0,1,91,80.28
0,1,0,0,0,0,1,0,1,0,0,91,36.47
0,1,0,0,0,0,0,1,1,0,0,91,36.97
0,1,0,0,0,1,0,0,0,1,0,91,70.765
0,1,0,0,0,0,1,0,0,1,0,91,70.92
0,1,0,0,0,1,0,0,0,0,1,91,100.56
0,1,0,0,0,0,0,1,0,0,1,91,100.245
0,1,0,0,1,1,0,0,1,0,0,91,36.17
0,1,0,0,1,0,1,0,1,0,0,91,36.35
0,1,0,0,1,0,0,1,1,0,0,91,36.5975
0,1,0,0,1,1,0,0,0,1,0,91,70.9
0,1,0,0,1,0,1,0,0,1,0,91,70.6
0,1,0,0,1,0,0,1,0,1,0,91,71.625
0,1,0,0,1,0,0,1,0,0,1,91,100.34
0,1,0,1,0,1,0,0,1,0,0,91,36.1775
0,1,0,1,0,0,0,1,1,0,0,91,36.815
0,1,0,1,0,0,0,1,0,1,0,91,55.95
0,1,0,1,0,0,0,1,0,0,1,91,77.175
0,1,0,1,1,1,0,0,1,0,0,91,36.0575
0,1,0,1,1,0,1,0,1,0,0,91,36.395
0,1,0,1,1,0,0,1,1,0,0,91,36.7575
0,1,0,1,1,0,1,0,0,1,0,91,55.88
0,1,0,1,1,0,0,1,0,1,0,91,56.145
0,1,0,1,1,1,0,0,0,0,1,91,76.265
0,1,0,1,1,0,1,0,0,0,1,91,76.68
0,1,0,1,1,0,0,1,0,0,1,91,77.3
0,1,1,0,0,0,1,0,1,0,0,91,44.24
0,1,1,0,0,1,0,0,1,0,0,91,44.25
0,1,1,0,0,0,1,0,0,1,0,91,85.755
0,1,1,0,0,0,0,1,0,0,1,91,122.33
0,1,1,0,1,0,1,0,1,0,0,91,44.23333333
0,1,1,0,1,1,0,0,0,1,0,91,85.89666667
0,1,1,0,1,0,0,1,0,1,0,91,85.42
0,1,1,0,1,0,1,0,0,1,0,91,85.51
0,1,1,1,0,0,1,0,0,1,0,91,63.8
0,1,1,1,0,1,0,0,0,0,1,91,87.3
0,1,1,1,1,0,0,1,1,0,0,91,44.19
0,1,1,1,1,1,0,0,0,1,0,91,63.94
0,1,1,1,1,0,0,1,0,1,0,91,63.895
0,1,1,1,1,0,0,1,0,0,1,91,87.53
1,0,0,0,0,1,0,0,1,0,0,91,34.405
1,0,0,0,0,1,0,0,0,1,0,91,62.255
1,0,0,0,0,0,1,0,0,1,0,91,62.2
1,0,0,0,0,0,0,1,0,1,0,91,62.495
1,0,0,0,0,0,1,0,0,0,1,91,86.275
1,0,0,0,1,1,0,0,1,0,0,91,34.53
1,0,0,0,1,0,1,0,1,0,0,91,34.80666667
1,0,0,0,1,0,0,1,1,0,0,91,34.99
1,0,0,0,1,1,0,0,0,1,0,91,62.13
1,0,0,0,1,0,1,0,0,1,0,91,62.86
1,0,0,0,1,1,0,0,0,0,1,91,86.14
1,0,0,0,1,0,1,0,0,0,1,91,86.545
1,0,0,0,1,0,0,1,0,0,1,91,86.07
1,0,0,1,0,1,0,0,1,0,0,91,34.875
1,0,0,1,0,0,1,0,1,0,0,91,34.97
1,0,0,1,0,0,0,1,1,0,0,91,34.98
1,0,0,1,0,0,1,0,0,1,0,91,47.72
1,0,0,1,0,0,0,1,0,0,1,91,64.2
1,0,0,1,1,1,0,0,1,0,0,91,34.65666667
1,0,0,1,1,0,1,0,1,0,0,91,34.8
1,0,0,1,1,1,0,0,0,1,0,91,47.44
1,0,0,1,1,1,0,0,0,0,1,91,62.64
1,0,0,1,1,0,0,1,0,0,1,91,63.28
1,0,1,0,0,1,0,0,0,1,0,91,81.33
1,0,1,0,0,0,0,1,0,1,0,91,81.19
1,0,1,0,0,0,1,0,0,1,0,91,81.14
1,0,1,0,0,0,0,1,0,0,1,91,114.27
1,0,1,0,0,0,1,0,0,0,1,91,114.46
1,0,1,0,0,1,0,0,0,0,1,91,114.54
1,0,1,0,1,0,1,0,0,1,0,91,81.98
1,0,1,0,1,1,0,0,0,1,0,91,82.36
1,0,1,0,1,0,0,1,0,0,1,91,114.84
1,0,1,0,1,0,1,0,0,0,1,91,115.7225
1,0,1,1,0,1,0,0,1,0,0,91,43.155
1,0,1,1,0,0,0,1,1,0,0,91,43.78333333
1,0,1,1,0,0,1,0,1,0,0,91,43.295
1,0,1,1,0,0,0,1,0,1,0,91,59.2
1,0,1,1,1,1,0,0,1,0,0,91,43.445
1,0,1,1,1,0,1,0,1,0,0,91,43.47333333
1,0,1,1,1,0,1,0,0,1,0,91,59.45
1,0,1,1,1,1,0,0,0,1,0,91,59.37333333
1,0,1,1,1,0,0,1,0,1,0,91,59.695
1,1,0,0,0,0,0,1,1,0,0,91,36.33333333
1,1,0,0,0,1,0,0,0,1,0,91,71.2
1,1,0,0,0,0,1,0,0,1,0,91,71.14666667
1,1,0,0,0,0,0,1,0,1,0,91,71.74
1,1,0,0,0,0,1,0,0,0,1,91,101.15
1,1,0,0,1,1,0,0,1,0,0,91,35.92
1,1,0,0,1,0,1,0,1,0,0,91,36.20333333
1,1,0,0,1,1,0,0,0,1,0,91,70.74
1,1,0,0,1,0,0,1,0,1,0,91,71.38
1,1,0,0,1,1,0,0,0,0,1,91,101.42
1,1,0,0,1,0,1,0,0,0,1,91,101.4725
1,1,0,1,0,1,0,0,1,0,0,91,35.85
1,1,0,1,0,0,1,0,1,0,0,91,36.2
1,1,0,1,0,0,0,1,1,0,0,91,36.28
1,1,0,1,0,1,0,0,0,1,0,91,55.33
1,1,0,1,0,0,1,0,0,1,0,91,55.825
1,1,0,1,0,0,0,1,0,1,0,91,55.6
1,1,0,1,0,1,0,0,0,0,1,91,76.4
1,1,0,1,0,0,0,1,0,0,1,91,79.46
1,1,0,1,1,0,0,1,1,0,0,91,36.76
1,1,0,1,1,1,0,0,0,1,0,91,55.56
1,1,0,1,1,0,1,0,0,1,0,91,55.61
1,1,0,1,1,0,0,1,0,1,0,91,55.72
1,1,0,1,1,0,1,0,0,0,1,91,75.995
1,1,0,1,1,0,0,1,0,0,1,91,76.84
1,1,1,0,0,1,0,0,0,0,1,91,122.155
1,1,1,0,1,0,1,0,1,0,0,91,43.91666667
1,1,1,0,1,1,0,0,0,1,0,91,86.30333333
1,1,1,0,1,0,1,0,0,0,1,91,121.845
1,1,1,0,1,0,0,1,0,0,1,91,122.07
1,1,1,0,1,1,0,0,0,0,1,91,121.54
1,1,1,1,0,0,0,1,0,0,1,91,87.21333333
1,1,1,1,0,0,1,0,0,0,1,91,86.87
1,1,1,1,0,1,0,0,0,0,1,91,87.08
1,1,1,1,1,0,0,1,1,0,0,91,44.315
1,1,1,1,1,1,0,0,0,1,0,91,63.942
1,1,1,1,1,0,1,0,0,1,0,91,63.52333333
1,1,1,1,1,0,0,1,0,1,0,91,63.365
1,1,1,1,1,1,0,0,0,0,1,91,86.64666667
1,1,1,1,1,0,0,1,0,0,1,91,86.705
0,0,0,0,0,1,0,0,1,0,0,97,25.34
0,0,0,0,0,0,1,0,1,0,0,97,25.508
0,0,0,0,0,0,0,1,1,0,0,97,25.648
0,0,0,0,0,1,0,0,0,1,0,97,46.352
0,0,0,0,0,0,1,0,0,1,0,97,46.558
0,0,0,0,0,0,0,1,0,1,0,97,46.686
0,0,0,0,0,1,0,0,0,0,1,97,62.898
0,0,0,0,0,0,1,0,0,0,1,97,63.12
0,0,0,0,0,0,0,1,0,0,1,97,63.228
0,0,0,0,1,0,1,0,1,0,0,97,25.494
0,0,0,0,1,1,0,0,0,1,0,97,46.354
0,0,0,0,1,0,1,0,0,0,1,97,63.1
0,0,0,0,1,0,0,1,0,0,1,97,63.24
0,0,0,1,0,0,1,0,1,0,0,97,25.516
0,0,0,1,0,0,0,1,1,0,0,97,25.664
0,0,0,1,0,1,0,0,0,1,0,97,35.572
0,0,0,1,0,0,1,0,0,1,0,97,35.748
0,0,0,1,0,0,0,1,0,1,0,97,35.848
0,0,0,1,0,1,0,0,0,0,1,97,45.366
0,0,0,1,0,0,0,1,0,0,1,97,45.678
0,0,0,1,1,1,0,0,1,0,0,97,25.355
0,0,0,1,1,0,1,0,1,0,0,97,25.504
0,0,0,1,1,0,0,1,1,0,0,97,25.654
0,0,0,1,1,1,0,0,0,1,0,97,35.578
0,0,0,1,1,0,0,1,0,1,0,97,35.836
0,0,0,1,1,0,1,0,0,0,1,97,45.576
0,0,1,0,0,0,0,1,1,0,0,97,31.804
0,0,1,0,0,0,1,0,0,1,0,97,60.904
0,0,1,0,0,0,1,0,0,0,1,97,83.334
0,0,1,0,0,1,0,0,0,0,1,97,83.33
0,0,1,0,0,0,0,1,0,0,1,97,83.29
0,0,1,0,1,0,1,0,1,0,0,97,31.802
0,0,1,0,1,1,0,0,0,0,1,97,83.328
0,0,1,0,1,0,1,0,0,0,1,97,83.294
0,0,1,1,0,1,0,0,1,0,0,97,31.824
0,0,1,1,0,0,1,0,0,1,0,97,43.962
0,0,1,1,0,0,0,1,0,0,1,97,56.386
0,0,1,1,0,1,0,0,0,0,1,97,56.346
0,0,1,1,1,1,0,0,1,0,0,97,31.856
0,0,1,1,1,0,0,1,1,0,0,97,31.82
0,0,1,1,1,0,1,0,1,0,0,97,31.81
0,0,1,1,1,0,0,1,0,0,1,97,56.298
0,0,1,1,1,1,0,0,0,0,1,97,56.304
0,0,1,1,1,0,1,0,0,0,1,97,56.33
0,1,0,0,0,0,1,0,1,0,0,97,26.574
0,1,0,0,0,0,0,1,1,0,0,97,26.668
0,1,0,0,0,1,0,0,0,1,0,97,54.068
0,1,0,0,0,0,1,0,0,1,0,97,54.196
0,1,0,0,0,1,0,0,0,0,1,97,75.75
0,1,0,0,0,0,0,1,0,0,1,97,75.828
0,1,0,0,1,1,0,0,1,0,0,97,26.362
0,1,0,0,1,0,1,0,1,0,0,97,26.578
0,1,0,0,1,0,0,1,1,0,0,97,26.68
0,1,0,0,1,1,0,0,0,1,0,97,54.104
0,1,0,0,1,0,1,0,0,1,0,97,54.166
0,1,0,0,1,0,0,1,0,1,0,97,54.302
0,1,0,0,1,0,0,1,0,0,1,97,75.904
0,1,0,1,0,1,0,0,1,0,0,97,26.348
0,1,0,1,0,0,0,1,1,0,0,97,26.68
0,1,0,1,0,0,0,1,0,1,0,97,42.468
0,1,0,1,0,0,0,1,0,0,1,97,56.842
0,1,0,1,1,1,0,0,1,0,0,97,26.348
0,1,0,1,1,0,1,0,1,0,0,97,26.558
0,1,0,1,1,0,0,1,1,0,0,97,26.682
0,1,0,1,1,0,1,0,0,1,0,97,42.304
0,1,0,1,1,0,0,1,0,1,0,97,42.458
0,1,0,1,1,1,0,0,0,0,1,97,56.478
0,1,0,1,1,0,1,0,0,0,1,97,56.714
0,1,0,1,1,0,0,1,0,0,1,97,56.852
0,1,1,0,0,0,1,0,1,0,0,97,32.274
0,1,1,0,0,1,0,0,1,0,0,97,32.29
0,1,1,0,0,0,1,0,0,1,0,97,64.922
0,1,1,0,0,0,0,1,0,0,1,97,90.054
0,1,1,0,1,0,1,0,1,0,0,97,32.274
0,1,1,0,1,1,0,0,0,1,0,97,64.898
0,1,1,0,1,0,0,1,0,1,0,97,64.884
0,1,1,0,1,0,1,0,0,1,0,97,64.876
0,1,1,1,0,0,1,0,0,1,0,97,47.668
0,1,1,1,0,1,0,0,0,0,1,97,62.712
0,1,1,1,1,0,0,1,1,0,0,97,32.284
0,1,1,1,1,1,0,0,0,1,0,97,47.658
0,1,1,1,1,0,0,1,0,1,0,97,47.66
0,1,1,1,1,0,0,1,0,0,1,97,62.71
1,0,0,0,0,1,0,0,1,0,0,97,25.158
1,0,0,0,0,1,0,0,0,1,0,97,46.926
1,0,0,0,0,0,1,0,0,1,0,97,47.2
1,0,0,0,0,0,0,1,0,1,0,97,47.336
1,0,0,0,0,0,1,0,0,0,1,97,64.188
1,0,0,0,1,1,0,0,1,0,0,97,25.168
1,0,0,0,1,0,1,0,1,0,0,97,25.366
1,0,0,0,1,0,0,1,1,0,0,97,25.51
1,0,0,0,1,1,0,0,0,1,0,97,46.94
1,0,0,0,1,0,1,0,0,1,0,97,47.212
1,0,0,0,1,1,0,0,0,0,1,97,64.174
1,0,0,0,1,0,1,0,0,0,1,97,64.158
1,0,0,0,1,0,0,1,0,0,1,97,64.428
1,0,0,1,0,1,0,0,1,0,0,97,25.152
1,0,0,1,0,0,1,0,1,0,0,97,25.378
1,0,0,1,0,0,0,1,1,0,0,97,25.532
1,0,0,1,0,0,1,0,0,1,0,97,35.63
1,0,0,1,0,0,0,1,0,0,1,97,45.612
1,0,0,1,1,1,0,0,1,0,0,97,25.17
1,0,0,1,1,0,1,0,1,0,0,97,25.372
1,0,0,1,1,1,0,0,0,1,0,97,35.466
1,0,0,1,1,1,0,0,0,0,1,97,45.304
1,0,0,1,1,0,0,1,0,0,1,97,45.606
1,0,1,0,0,1,0,0,0,1,0,97,61.286
1,0,1,0,0,0,0,1,0,1,0,97,61.29
1,0,1,0,0,0,1,0,0,1,0,97,61.336
1,0,1,0,0,0,0,1,0,0,1,97,84.114
1,0,1,0,0,0,1,0,0,0,1,97,84.126
1,0,1,0,0,1,0,0,0,0,1,97,84.168
1,0,1,0,1,0,1,0,0,1,0,97,61.276
1,0,1,0,1,1,0,0,0,1,0,97,61.292
1,0,1,0,1,0,0,1,0,0,1,97,84.11
1,0,1,0,1,0,1,0,0,0,1,97,84.102
1,0,1,1,0,1,0,0,1,0,0,97,31.704
1,0,1,1,0,0,0,1,1,0,0,97,31.68
1,0,1,1,0,0,1,0,1,0,0,97,31.688
1,0,1,1,0,0,0,1,0,1,0,97,43.924
1,0,1,1,1,1,0,0,1,0,0,97,31.692
1,0,1,1,1,0,1,0,1,0,0,97,31.672
1,0,1,1,1,0,1,0,0,1,0,97,43.908
1,0,1,1,1,1,0,0,0,1,0,97,43.936
1,0,1,1,1,0,0,1,0,1,0,97,43.918
1,1,0,0,0,0,0,1,1,0,0,97,26.496
1,1,0,0,0,1,0,0,0,1,0,97,54.646
1,1,0,0,0,0,1,0,0,1,0,97,54.774
1,1,0,0,0,0,0,1,0,1,0,97,54.876
1,1,0,0,0,0,1,0,0,0,1,97,76.972
1,1,0,0,1,1,0,0,1,0,0,97,26.196
1,1,0,0,1,0,1,0,1,0,0,97,26.348
1,1,0,0,1,1,0,0,0,1,0,97,54.634
1,1,0,0,1,0,0,1,0,1,0,97,54.89
1,1,0,0,1,1,0,0,0,0,1,97,76.756
1,1,0,0,1,0,1,0,0,0,1,97,76.94
1,1,0,1,0,1,0,0,1,0,0,97,26.196
1,1,0,1,0,0,1,0,1,0,0,97,26.344
1,1,0,1,0,0,0,1,1,0,0,97,26.488
1,1,0,1,0,1,0,0,0,1,0,97,42.044
1,1,0,1,0,0,1,0,0,1,0,97,42.17
1,1,0,1,0,0,0,1,0,1,0,97,42.332
1,1,0,1,0,1,0,0,0,0,1,97,56.34
1,1,0,1,0,0,0,1,0,0,1,97,56.644
1,1,0,1,1,0,0,1,1,0,0,97,26.494
1,1,0,1,1,1,0,0,0,1,0,97,42.076
1,1,0,1,1,0,1,0,0,1,0,97,42.168
1,1,0,1,1,0,0,1,0,1,0,97,42.332
1,1,0,1,1,0,1,0,0,0,1,97,56.472
1,1,0,1,1,0,0,1,0,0,1,97,56.602
1,1,1,0,0,1,0,0,0,0,1,97,90.714
1,1,1,0,1,0,1,0,1,0,0,97,32.088
1,1,1,0,1,1,0,0,0,1,0,97,65.298
1,1,1,0,1,0,1,0,0,0,1,97,90.716
1,1,1,0,1,0,0,1,0,0,1,97,90.706
1,1,1,0,1,1,0,0,0,0,1,97,90.698
1,1,1,1,0,0,0,1,0,0,1,97,62.562
1,1,1,1,0,0,1,0,0,0,1,97,62.572
1,1,1,1,0,1,0,0,0,0,1,97,62.552
1,1,1,1,1,0,0,1,1,0,0,97,32.086
1,1,1,1,1,1,0,0,0,1,0,97,47.526
1,1,1,1,1,0,1,0,0,1,0,97,47.536
1,1,1,1,1,0,0,1,0,1,0,97,47.526
1,1,1,1,1,1,0,0,0,0,1,97,62.544
1,1,1,1,1,0,0,1,0,0,1,97,62.56
0,0,0,0,0,1,0,0,1,0,0,98,25.062
0,0,0,0,0,0,1,0,1,0,0,98,25.228
0,0,0,0,0,0,0,1,1,0,0,98,25.3
0,0,0,0,0,1,0,0,0,1,0,98,45.446
0,0,0,0,0,0,1,0,0,1,0,98,46.312
0,0,0,0,0,0,0,1,0,1,0,98,45.68
0,0,0,0,0,1,0,0,0,0,1,98,63.446
0,0,0,0,0,0,1,0,0,0,1,98,64.43
0,0,0,0,0,0,0,1,0,0,1,98,63.628
0,0,0,0,1,0,1,0,1,0,0,98,25.25
0,0,0,0,1,1,0,0,0,1,0,98,45.388
0,0,0,0,1,0,1,0,0,0,1,98,63.822
0,0,0,0,1,0,0,1,0,0,1,98,63.714
0,0,0,1,0,0,1,0,1,0,0,98,25.254
0,0,0,1,0,0,0,1,1,0,0,98,25.29
0,0,0,1,0,1,0,0,0,1,0,98,35.338
0,0,0,1,0,0,1,0,0,1,0,98,35.456
0,0,0,1,0,0,0,1,0,1,0,98,35.708
0,0,0,1,0,1,0,0,0,0,1,98,46.934
0,0,0,1,0,0,0,1,0,0,1,98,46.728
0,0,0,1,1,1,0,0,1,0,0,98,25.05
0,0,0,1,1,0,1,0,1,0,0,98,25.2
0,0,0,1,1,0,0,1,1,0,0,98,25.37
0,0,0,1,1,1,0,0,0,1,0,98,35.216
0,0,0,1,1,0,0,1,0,1,0,98,35.684
0,0,0,1,1,0,1,0,0,0,1,98,46.662
0,0,1,0,0,0,0,1,1,0,0,98,31.416
0,0,1,0,0,0,1,0,0,1,0,98,59.558
0,0,1,0,0,0,1,0,0,0,1,98,84.472
0,0,1,0,0,1,0,0,0,0,1,98,84.338
0,0,1,0,0,0,0,1,0,0,1,98,85.728
0,0,1,0,1,0,1,0,1,0,0,98,31.416
0,0,1,0,1,1,0,0,0,0,1,98,84.392
0,0,1,0,1,0,1,0,0,0,1,98,84.418
0,0,1,1,0,1,0,0,1,0,0,98,31.474
0,0,1,1,0,0,1,0,0,1,0,98,43.846
0,0,1,1,0,0,0,1,0,0,1,98,58.316
0,0,1,1,0,1,0,0,0,0,1,98,58.196
0,0,1,1,1,1,0,0,1,0,0,98,31.52
0,0,1,1,1,0,0,1,1,0,0,98,31.458
0,0,1,1,1,0,1,0,1,0,0,98,31.562
0,0,1,1,1,0,0,1,0,0,1,98,58.328
0,0,1,1,1,1,0,0,0,0,1,98,58.394
0,0,1,1,1,0,1,0,0,0,1,98,58.216
0,1,0,0,0,0,1,0,1,0,0,98,26.34
0,1,0,0,0,0,0,1,1,0,0,98,26.59
0,1,0,0,0,1,0,0,0,1,0,98,52.498
0,1,0,0,0,0,1,0,0,1,0,98,53.4
0,1,0,0,0,1,0,0,0,0,1,98,76.082
0,1,0,0,0,0,0,1,0,0,1,98,76.602
0,1,0,0,1,1,0,0,1,0,0,98,26.152
0,1,0,0,1,0,1,0,1,0,0,98,26.32
0,1,0,0,1,0,0,1,1,0,0,98,26.316
0,1,0,0,1,1,0,0,0,1,0,98,52.488
0,1,0,0,1,0,1,0,0,1,0,98,52.592
0,1,0,0,1,0,0,1,0,1,0,98,53.48
0,1,0,0,1,0,0,1,0,0,1,98,76.376
0,1,0,1,0,1,0,0,1,0,0,98,26.13
0,1,0,1,0,0,0,1,1,0,0,98,26.406
0,1,0,1,0,0,0,1,0,1,0,98,41.614
0,1,0,1,0,0,0,1,0,0,1,98,57.86
0,1,0,1,1,1,0,0,1,0,0,98,26.142
0,1,0,1,1,0,1,0,1,0,0,98,26.28
0,1,0,1,1,0,0,1,1,0,0,98,26.294
0,1,0,1,1,0,1,0,0,1,0,98,41.406
0,1,0,1,1,0,0,1,0,1,0,98,41.422
0,1,0,1,1,1,0,0,0,0,1,98,57.394
0,1,0,1,1,0,1,0,0,0,1,98,57.834
0,1,0,1,1,0,0,1,0,0,1,98,57.986
0,1,1,0,0,0,1,0,1,0,0,98,31.87
0,1,1,0,0,1,0,0,1,0,0,98,31.846
0,1,1,0,0,0,1,0,0,1,0,98,63.22
0,1,1,0,0,0,0,1,0,0,1,98,90.77
0,1,1,0,1,0,1,0,1,0,0,98,31.85
0,1,1,0,1,1,0,0,0,1,0,98,63.468
0,1,1,0,1,0,0,1,0,1,0,98,63.414
0,1,1,0,1,0,1,0,0,1,0,98,63.258
0,1,1,1,0,0,1,0,0,1,0,98,47.004
0,1,1,1,0,1,0,0,0,0,1,98,64.398
0,1,1,1,1,0,0,1,1,0,0,98,31.99
0,1,1,1,1,1,0,0,0,1,0,98,47.706
0,1,1,1,1,0,0,1,0,1,0,98,47.712
0,1,1,1,1,0,0,1,0,0,1,98,64.274
1,0,0,0,0,1,0,0,1,0,0,98,24.894
1,0,0,0,0,1,0,0,0,1,0,98,46.006
1,0,0,0,0,0,1,0,0,1,0,98,46.488
1,0,0,0,0,0,0,1,0,1,0,98,46.236
1,0,0,0,0,0,1,0,0,0,1,98,64.676
1,0,0,0,1,1,0,0,1,0,0,98,24.968
1,0,0,0,1,0,1,0,1,0,0,98,25.098
1,0,0,0,1,0,0,1,1,0,0,98,25.262
1,0,0,0,1,1,0,0,0,1,0,98,46.028
1,0,0,0,1,0,1,0,0,1,0,98,46.08
1,0,0,0,1,1,0,0,0,0,1,98,64.384
1,0,0,0,1,0,1,0,0,0,1,98,65.268
1,0,0,0,1,0,0,1,0,0,1,98,64.5
1,0,0,1,0,1,0,0,1,0,0,98,24.864
1,0,0,1,0,0,1,0,1,0,0,98,25.128
1,0,0,1,0,0,0,1,1,0,0,98,25.194
1,0,0,1,0,0,1,0,0,1,0,98,35.428
1,0,0,1,0,0,0,1,0,0,1,98,47.27
1,0,0,1,1,1,0,0,1,0,0,98,24.906
1,0,0,1,1,0,1,0,1,0,0,98,25.048
1,0,0,1,1,1,0,0,0,1,0,98,35.1
1,0,0,1,1,1,0,0,0,0,1,98,46.298
1,0,0,1,1,0,0,1,0,0,1,98,46.564
1,0,1,0,0,1,0,0,0,1,0,98,60.028
1,0,1,0,0,0,0,1,0,1,0,98,60.04
1,0,1,0,0,0,1,0,0,1,0,98,60.178
1,0,1,0,0,0,0,1,0,0,1,98,86.482
1,0,1,0,0,0,1,0,0,0,1,98,85.136
1,0,1,0,0,1,0,0,0,0,1,98,85.052
1,0,1,0,1,0,1,0,0,1,0,98,59.984
1,0,1,0,1,1,0,0,0,1,0,98,62.728
1,0,1,0,1,0,0,1,0,0,1,98,84.974
1,0,1,0,1,0,1,0,0,0,1,98,85.142
1,0,1,1,0,1,0,0,1,0,0,98,31.306
1,0,1,1,0,0,0,1,1,0,0,98,31.186
1,0,1,1,0,0,1,0,1,0,0,98,31.296
1,0,1,1,0,0,0,1,0,1,0,98,43.736
1,0,1,1,1,1,0,0,1,0,0,98,31.296
1,0,1,1,1,0,1,0,1,0,0,98,31.3
1,0,1,1,1,0,1,0,0,1,0,98,43.702
1,0,1,1,1,1,0,0,0,1,0,98,43.612
1,0,1,1,1,0,0,1,0,1,0,98,43.75
1,1,0,0,0,0,0,1,1,0,0,98,26.232
1,1,0,0,0,1,0,0,0,1,0,98,53.808
1,1,0,0,0,0,1,0,0,1,0,98,53.036
1,1,0,0,0,0,0,1,0,1,0,98,53.262
1,1,0,0,0,0,1,0,0,0,1,98,77.13
1,1,0,0,1,1,0,0,1,0,0,98,26.422
1,1,0,0,1,0,1,0,1,0,0,98,26.178
1,1,0,0,1,1,0,0,0,1,0,98,52.992
1,1,0,0,1,0,0,1,0,1,0,98,54.128
1,1,0,0,1,1,0,0,0,0,1,98,77.232
1,1,0,0,1,0,1,0,0,0,1,98,77.076
1,1,0,1,0,1,0,0,1,0,0,98,25.9
1,1,0,1,0,0,1,0,1,0,0,98,26.102
1,1,0,1,0,0,0,1,1,0,0,98,26.154
1,1,0,1,0,1,0,0,0,1,0,98,41.228
1,1,0,1,0,0,1,0,0,1,0,98,41.258
1,1,0,1,0,0,0,1,0,1,0,98,41.416
1,1,0,1,0,1,0,0,0,0,1,98,57.158
1,1,0,1,0,0,0,1,0,0,1,98,57.888
1,1,0,1,1,0,0,1,1,0,0,98,26.32
1,1,0,1,1,1,0,0,0,1,0,98,41.09
1,1,0,1,1,0,1,0,0,1,0,98,41.296
1,1,0,1,1,0,0,1,0,1,0,98,41.406
1,1,0,1,1,0,1,0,0,0,1,98,57.432
1,1,0,1,1,0,0,1,0,0,1,98,57.832
1,1,1,0,0,1,0,0,0,0,1,98,91.864
1,1,1,0,1,0,1,0,1,0,0,98,31.76
1,1,1,0,1,1,0,0,0,1,0,98,63.754
1,1,1,0,1,0,1,0,0,0,1,98,91.32
1,1,1,0,1,0,0,1,0,0,1,98,91.462
1,1,1,0,1,1,0,0,0,0,1,98,91.436
